X	Y	Species	Type	Diam	Height
1.56	0.54	Sugar_Maple	Adult	15.3	18.7
4.94	4.27	Sugar_Maple	Adult	22	22.2
8.26	0.54	Sugar_Maple	Adult	35.9	22.4
9.48	5.74	Sugar_Maple	Adult	10	12.2
5.74	8.42	Sugar_Maple	Adult	37.1	24.1
3.2	8.39	Sugar_Maple	Adult	20.5	20.2
4.6	11.93	Sugar_Maple	Adult	29.1	20.7
7.73	17.01	Sugar_Maple	Adult	20.1	15.8
0.68	16.18	Sugar_Maple	Adult	20.1	18.5
5.69	14.5	Sugar_Maple	Adult	11.2	10.9
4.79	23.36	Sugar_Maple	Adult	67.4	21.5
7.94	23.9	Sugar_Maple	Adult	37.5	26.1
2.31	24.49	Sugar_Maple	Adult	38.5	21.5
1.67	26.49	Other	Adult	10.6	10.1
2.54	25.77	Sugar_Maple	Adult	29.5	21.5
9.74	26.77	Sugar_Maple	Adult	37.8	22.2
6.4	36.65	Sugar_Maple	Adult	19.9	19
2.56	30.62	Sugar_Maple	Adult	20.7	17.5
6.65	32.68	Other	Adult	13.1	9.3
9.43	32.31	Sugar_Maple	Adult	23.3	22.6
6.96	38.47	Sugar_Maple	Adult	36	23.2
1.98	41.69	Sugar_Maple	Adult	25.4	20.2
8.44	44.06	Other	Adult	13.5	13.5
7.91	48.39	Sugar_Maple	Adult	20	18
3	45.72	Yellow_Birch	Adult	44.8	22.5
0.43	49.18	Sugar_Maple	Adult	16	17.1
10.91	2.55	Sugar_Maple	Adult	17.2	19.5
19.51	4.53	Sugar_Maple	Adult	34.9	21.8
15.84	7.56	Sugar_Maple	Adult	26.3	20.7
10.31	13.24	Sugar_Maple	Adult	26.5	22.2
16.82	15.72	Sugar_Maple	Adult	37.5	24
17.01	19.24	Balsam_Fir	Adult	12.3	9.7
15.64	18.38	Sugar_Maple	Adult	35.8	21.6
13.09	15.18	Sugar_Maple	Adult	10.2	10.5
11	15.67	Sugar_Maple	Adult	39.3	23
16.38	29.63	Sugar_Maple	Adult	25.5	20.5
11.96	30.59	Other	Adult	13.9	13.5
11.28	31.79	Sugar_Maple	Adult	28.8	21.8
16.69	36.64	Sugar_Maple	Adult	40.3	24
13.11	36.87	Other	Adult	12	9.2
10.08	38.6	Sugar_Maple	Adult	41.6	22
21.96	2.68	Sugar_Maple	Adult	47	25
26.31	0.31	Sugar_Maple	Adult	12.1	15.1
26.35	4.49	Sugar_Maple	Adult	12.6	14.5
20.85	8.06	Sugar_Maple	Adult	24.5	20.5
24.5	10.22	Sugar_Maple	Adult	17.3	17.2
27.67	13.97	Sugar_Maple	Adult	44.5	22.5
29.82	16.08	Sugar_Maple	Adult	24.6	20.2
28.12	18.55	Sugar_Maple	Adult	29.6	22.2
