X	Y	Species	Type	Diam	Height
3.13	1.73	Other	Adult	19.7	18.3
5.62	1.52	Other	Adult	19	16.4
8.59	4.13	Other	Adult	24.5	20
3.68	5.6	Other	Adult	31.6	20.8
2.09	7.04	Other	Adult	22.6	18.4
9.99	17.6	Other	Adult	33.4	19
7.09	18.07	Other	Adult	27.7	21.2
3.87	18.73	Other	Adult	32.3	21.2
3.2	17.73	Other	Adult	36.8	21.5
0.63	20.34	Other	Adult	29.5	20.8
2.63	20.96	Other	Adult	26.8	18.9
5.66	21.64	Other	Adult	20.7	17.9
8.9	20.86	Other	Adult	24.3	17.4
5.58	24.69	Other	Adult	32.6	21.1
3.02	23.99	Other	Adult	23	18.9
1.4	24.65	Other	Adult	20	18.8
4.92	29.35	Other	Adult	30	20.7
3.32	28.14	Other	Adult	24.2	19.8
2.57	29.67	Other	Adult	16.1	14.4
1.77	29.49	Other	Adult	27.3	20.1
0.38	31.2	Other	Adult	23.1	17
1.43	30	Other	Adult	19.1	16.1
6.56	30.6	Other	Adult	28.2	18.9
1.93	37.29	Other	Adult	16.3	13.4
1.07	43.66	Other	Adult	22.7	18.6
2.98	41.45	Other	Adult	23.4	20
3.57	42.9	Other	Adult	14.4	17
4.04	43.97	Other	Adult	10.3	10.1
5.14	40.74	Other	Adult	20.3	19.2
6.36	40.3	Other	Adult	25	19.8
6.91	43.8	Other	Adult	25.9	18.1
9.66	44.19	Other	Adult	22.6	18.8
8.09	49.09	Other	Adult	30.8	19.5
6.32	47.37	Other	Adult	21	19.8
4.96	45.69	Other	Adult	24	20.1
3.83	48.47	Other	Adult	21	18.4
2.58	47.47	Other	Adult	24.9	19.5
0.46	46.91	Other	Adult	20.6	18.8
10.24	2.88	Other	Adult	22.6	19.5
13.6	3.54	Other	Adult	29.4	20.3
11.29	8.25	Other	Adult	22.1	19.2
10.3	14.87	Other	Adult	11.8	11.8
11.46	17.84	Other	Adult	15	8.9
16.78	17.98	Other	Adult	26.4	20.7
19.78	19.45	Other	Adult	25.3	19.9
14.64	24.62	Other	Adult	29	21.3
10	26.36	Other	Adult	27.7	19.9
11.7	27.11	Other	Adult	15.5	14.5
18.12	28.66	Other	Adult	22.3	17.9
15.22	28.8	Other	Adult	36.6	21.9
12.19	33.53	Other	Adult	33.1	18.2
19.43	30.53	Other	Adult	29.8	20.5
19.01	32.51	Other	Adult	27	18.8
13.62	34.99	Other	Adult	20.2	16
13.6	35.88	Other	Adult	37.2	19
14.31	39.09	Other	Adult	28.6	20.4
18.82	38.29	Balsam_Fir	Adult	11.6	7.8
13.33	41.3	Other	Adult	18.3	16.8
12.41	42.42	Other	Adult	30.3	19
13.18	44.53	Other	Adult	20.8	18.3
11.79	44.81	Other	Adult	15.2	15.5
14.09	46.3	Other	Adult	21.3	19.6
13.68	48.91	Balsam_Fir	Adult	26.8	20.7
13.94	49.08	Paper_Birch	Adult	10.5	11.3
14	49.68	Other	Adult	20.7	17.8
17.47	45.76	Other	Adult	14.8	15.1
16.17	48.95	Other	Adult	18.8	17.3
19.15	47.84	Other	Adult	32.7	19.8
22.65	2.33	Balsam_Fir	Adult	17.3	10
25.39	0	Balsam_Fir	Adult	12.2	9.7
26.14	2.68	Other	Adult	11.8	8.9
27.69	7.87	Other	Adult	22.2	19.1
22.69	13.78	Other	Adult	40.1	18.4
25.41	14.78	Other	Adult	15.7	16.6
26.2	16.94	Other	Adult	25.7	19.2
24.4	18.77	Other	Adult	26.5	20.2
24.44	21.79	Other	Adult	30.8	19.2
24.64	22.21	Other	Adult	18.5	16.9
29.17	24.65	Other	Adult	15.9	15.6
28.09	26.05	Other	Adult	22.9	21.2
26.57	24.55	Other	Adult	18.2	17.1
24.64	24.12	Other	Adult	26.7	20.9
24.89	26.4	Other	Adult	32.5	20.8
23.41	28.21	Other	Adult	16.5	13.3
20.39	27.52	Other	Adult	25.8	20.6
28.44	29.41	Other	Adult	20.8	19.9
29.89	28.59	Other	Adult	28	20.5
22.77	31.6	Other	Adult	34.9	21.1
26.41	30.43	Other	Adult	26.7	19.7
28.11	32.49	Other	Adult	10.4	11.7
26.71	34.99	Other	Adult	16.5	15.9
27.67	35.5	Other	Adult	23.2	18.2
29.56	34.51	Other	Adult	24.7	19.8
26.94	37.46	Other	Adult	18.3	16.5
23.35	42.69	Other	Adult	42.1	23.2
27.52	41.56	Other	Adult	27.6	18.3
28.67	45.56	Other	Adult	20.1	18.7
28.9	46.88	Other	Adult	33.7	20.4
32.52	1.71	Other	Adult	24	17.4
