X	Y	Species	Type	Diam	Height
1.56	0.54	Sugar_Maple	Adult	18.6	20.4
4.94	4.27	Sugar_Maple	Adult	25	21.5
9.48	5.74	Sugar_Maple	Adult	12.6	13.6
5.74	8.42	Sugar_Maple	Adult	39.8	20.9
3.2	8.39	Sugar_Maple	Adult	22	19.7
4.6	11.93	Sugar_Maple	Adult	31.5	20.9
0.68	16.18	Sugar_Maple	Adult	21.7	19.9
5.69	14.5	Sugar_Maple	Adult	12.3	10.9
7.94	23.9	Sugar_Maple	Adult	39.8	27
2.31	24.49	Sugar_Maple	Adult	40.7	22.7
1.67	26.49	Other	Adult	13.5	13.7
2.54	25.77	Sugar_Maple	Adult	32.1	21.5
9.74	26.77	Sugar_Maple	Adult	40.6	23.8
6.4	36.65	Sugar_Maple	Adult	23	16.2
2.56	30.62	Sugar_Maple	Adult	24.3	19.3
6.65	32.68	Other	Adult	16.9	12.3
9.43	32.31	Sugar_Maple	Adult	25	22
6.96	38.47	Sugar_Maple	Adult	37.4	23.8
1.98	41.69	Sugar_Maple	Adult	30.5	21.5
8.44	44.06	Other	Adult	18.5	14.7
7.91	48.39	Sugar_Maple	Adult	23.1	20.4
3	45.72	Yellow_Birch	Adult	47.5	24.1
0.43	49.18	Sugar_Maple	Adult	19.7	17.7
10.91	2.55	Sugar_Maple	Adult	20.4	21.3
19.51	4.53	Sugar_Maple	Adult	36.5	22
15.84	7.56	Sugar_Maple	Adult	26.8	20.2
10.31	13.24	Sugar_Maple	Adult	29.9	21.7
16.82	15.72	Sugar_Maple	Adult	40.7	24.7
15.64	18.38	Sugar_Maple	Adult	37.3	18.3
11	15.67	Sugar_Maple	Adult	40.6	24.8
17.3	24.6	Sugar_Maple	Adult	13	14.8
16.38	29.63	Sugar_Maple	Adult	27.8	20.7
11.96	30.59	Other	Adult	17.4	14.5
11.28	31.79	Sugar_Maple	Adult	30.3	22.6
19.74	36.09	Other	Adult	12.3	13.6
16.69	36.64	Sugar_Maple	Adult	43.2	24
13.11	36.87	Other	Adult	15.1	9.2
10.08	38.6	Sugar_Maple	Adult	43.3	22.4
14.51	43.23	Other	Adult	10.3	9.7
21.96	2.68	Sugar_Maple	Adult	49.7	23.5
26.31	0.31	Sugar_Maple	Adult	15.6	14.7
26.35	4.49	Sugar_Maple	Adult	15.9	14.7
20.85	8.06	Sugar_Maple	Adult	28.9	21.7
24.5	10.22	Sugar_Maple	Adult	19.9	18.3
